LIMIT,SEX,EDUCATION,MARRIAGE,AGE,STATUS_JAN,STATUS_FEB,STATUS_MAR,STATUS_APR,STATUS_MAY,STATUS_JUN,BILL_JAN,BILL_FEB,BILL_MAR,BILL_APR,BILL_MAY,BILL_JUN,PAY_JAN,PAY_FEB,PAY_MAR,PAY_APR,PAY_MAY,PAY_JUN,DEFAULTED
1200,1,2,2,28,-1,2,-1,0,0,-1,67.416,4.488,75.24,22.488,-0.072,21.456,0,75.384,0.048,0,21.528,21.744,0
4100,1,2,2,42,0,0,0,0,0,0,3410.832,3475.272,3212.832,2878.944,2910.648,2950.224,168.96,147.96,120.096,120.072,120.024,120.216,0
4600,1,3,2,34,0,0,0,0,0,0,1145.112,1181.808,1257.456,1332.504,2730.24,2791.176,72,120,120,1440,120,120,0
700,2,1,2,23,1,3,2,2,2,2,294.504,282.984,271.32,293.184,296.976,288.624,0,0,26.4,12,0,10.68,0
500,1,1,2,29,0,0,0,0,0,0,347.808,378.216,416.904,428.952,433.752,259.608,36,48,15.624,12,24,12,0
9400,2,2,2,48,0,0,0,0,0,0,4108.536,4247.736,4288.752,4370.424,3732.408,3712.032,240,240,192.096,240,144,240,0
2900,2,3,1,54,0,0,0,0,0,0,1610.256,1656.24,1696.392,1716.096,1757.52,1766.712,72,72,55.2,62.4,60,36,0
1900,2,1,2,24,-1,-1,-1,-1,-1,-1,7.896,1.176,7.608,19.848,9.36,2.88,12,7.68,21.6,9.6,2.88,9.6,0
8200,2,2,2,39,0,0,0,0,0,0,3185.976,3221.64,3073.896,1550.352,288.336,17.04,126.96,160.944,72.072,5.784,17.088,1055.376,0
2600,2,2,2,23,0,0,0,0,0,0,2670.504,2676.768,2591.952,1901.064,1869.144,1935.072,144,96.384,72,72,96,96,0
2200,2,2,1,42,-1,-1,-2,-2,-1,-1,9.36,0,-9.36,-18.72,18.72,0,0,0,0,37.44,0,0,0
3800,1,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,1,1,2,34,1,2,2,2,0,0,564.84,549.024,616.176,599.112,615.36,630.672,0,84.072,0,25.872,29.16,24,0
10600,2,2,1,28,-2,-2,-2,-2,-2,-2,199.8,-104.184,-375.384,169.416,-101.28,-392.88,0,18.048,816,6.816,87.6,1265.256,0
7400,1,1,2,32,0,0,0,0,0,-1,144.552,570.768,624.576,628.824,501.504,157.896,432,72,36,12,157.896,964.8,0
2600,1,2,1,55,0,0,0,0,0,0,2560.08,2609.448,2577.264,1878.432,1820.304,1816.44,144,79.2,72.288,72.192,72,73.656,0
1200,1,3,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,2,1,2,29,0,0,0,0,0,0,1020.432,753.264,588.96,532.488,309.6,190.512,41.76,24,10.848,10.752,48,196.944,0
7400,2,2,2,27,1,2,0,0,2,0,4629.84,4524.024,4582.512,4868.04,4786.008,4891.92,0,168,360.024,0.024,192.024,192.024,0
2900,2,2,1,40,0,0,0,0,0,0,2625.576,2625.528,884.4,905.736,921.144,939.408,93.6,40.8,36,33.6,33.6,36,0
1200,2,3,1,25,1,-1,0,0,0,0,-27.816,979.656,267.432,229.92,235.032,210.432,1152,72.216,24,7.704,48,24,0
7200,1,1,2,32,1,2,2,-1,0,0,253.584,271.032,288,82.992,1352.112,1361.64,28.8,28.8,226.248,1320,48,48,0
3100,2,2,2,29,2,2,0,0,0,-1,4130.256,3758.136,3489.552,3266.76,3333.432,3060.048,0,79.2,60,66.672,3120,88.536,0
6200,1,1,2,30,-1,-1,-1,-1,-1,-1,46.632,20.52,174.912,25.32,17.04,18.12,20.52,174.912,25.32,17.04,18.12,22.92,0
11800,1,1,2,35,-2,-2,-2,-2,-2,-2,-0.312,63.336,38.64,29.544,34.056,339.432,63.648,38.832,29.688,34.224,341.136,275.832,0
12000,1,1,1,43,-1,-1,-1,0,0,-1,356.928,1275.168,1787.472,1465.656,896.856,61.944,1282.104,1789.416,32.232,21.768,62.208,1026.408,0
700,2,1,2,25,-2,-2,-2,-2,-2,-2,231.216,107.424,211.92,195.672,154.128,12,0.168,168.048,0.312,3.72,0.024,0,0
3400,2,2,1,45,0,0,0,2,2,2,1330.656,1381.176,1463.304,1472.976,1517.832,1549.296,72,120,48,72,60,0,0
4300,2,1,2,30,0,0,0,0,2,2,3588.6,3659.04,3700.944,3261.144,3137.472,2955.72,175.68,146.4,233.04,115.2,0,103.2,0
500,1,1,2,23,0,0,0,0,0,-2,442.464,461.256,147.36,147.36,0,0,36,24,0,0,0,0,0
9600,2,2,2,30,2,0,0,0,0,0,577.296,609.144,626.04,642.696,702.792,714.336,38.976,31.872,24.528,72,24,28.104,0
500,1,3,2,24,1,-1,0,0,0,2,0,132.864,453.216,433.416,435.912,407.76,132.864,336,3.288,12,0,0,0
10300,2,2,1,43,-1,-1,-1,0,0,0,213.456,268.752,356.664,332.304,322.824,387.888,268.752,356.664,33.6,22.824,337.968,347.568,0
9600,2,1,1,32,-2,-2,-2,-2,-2,-1,2.64,12.768,63.624,0,15.456,15.264,14.088,63.624,0,15.456,15.264,13.728,0
200,2,2,2,22,-1,-1,0,0,0,0,15.744,209.952,231.456,228.984,215.304,231.48,243.072,28.8,9.6,7.752,38.4,7.2,0
1900,1,3,2,43,2,2,0,0,-1,-1,1831.008,1859.16,1892.016,301.848,441.024,570.384,72.144,126,0.792,442.344,574.656,682.968,0
3400,2,1,2,28,0,0,0,0,0,0,2777.832,2816.568,2700.648,2203.248,2258.736,2188.824,120,120,86.4,96,96,96,0
8200,2,2,1,33,2,-1,-1,-1,-1,-1,9.864,263.592,205.152,268.56,197.04,191.544,264.912,206.184,269.904,198.024,192.504,0,0
2900,2,2,1,37,-1,2,0,0,0,0,4.8,4.8,1012.8,1008,1008,0,0,1008,4.8,0,0,0,0
5000,2,1,1,34,0,0,0,0,0,0,192.264,139.968,189.744,122.664,49.656,0,27.024,57.6,4.8,4.92,0,0,0
1900,2,1,2,25,0,0,0,0,0,0,1089.408,1121.352,1007.664,961.44,914.976,891.36,120,48,48,48,72,48,0
3600,1,1,2,31,-1,-1,-1,-1,0,0,74.016,-0.024,14.4,98.448,98.448,146.904,0,14.424,98.448,0,48.456,132.36,0
3100,2,2,1,53,0,0,0,0,0,0,3042,2879.928,2609.712,1724.04,1500.936,1485.744,143.904,99.552,59.448,56.304,63.36,720,0
4800,2,2,1,29,0,0,0,0,0,-2,4908.984,4093.728,1934.88,1975.2,0,0,172.464,93.6,93.6,0,0,0,0
4800,1,1,2,29,-1,-1,-1,-1,-1,-1,2.376,2.376,2.376,2.376,2.376,8.352,2.376,2.376,2.376,2.376,8.352,0,0
1900,2,1,2,22,0,0,0,0,0,0,1872.672,1904.328,1824.528,1413.528,1308.288,1246.488,76.8,53.496,45.6,96,120,504,0
12000,1,1,1,44,-1,-1,-1,-1,-1,-1,3618.192,1510.344,511.104,477.528,107.04,100.68,1518.144,513.792,479.904,107.568,101.088,401.952,0
4800,2,1,1,44,-1,-1,-1,-1,-1,-1,19.152,99.12,166.848,19.848,34.224,18.312,99.6,166.848,19.848,34.224,18.312,20.88,0
1900,1,2,1,45,0,0,0,0,-2,-2,98.136,120.36,60.504,12.744,234.384,241.008,25.008,24,12.744,224.496,10.512,4.8,0
1200,1,2,2,26,0,0,0,0,0,0,1132.056,1156.728,1145.712,1144.224,1120.656,1147.368,43.296,41.904,40.344,40.68,45.36,96.12,0
3100,1,2,2,37,0,0,0,0,0,0,2819.304,2504.184,2313.48,1979.424,2020.92,2019.888,92.568,89.616,70.176,72.696,72.216,74.784,0
7400,2,1,1,35,-1,-1,0,0,0,0,70.752,1502.232,3651.384,3007.8,2619.408,2472.48,1503.24,2401.008,96.408,220.416,97.944,145.008,0
5500,2,1,1,38,-1,-1,0,0,0,0,51.12,1499.256,1501.992,1417.128,1261.776,1049.352,1499.256,120,48,120,120,72,0
12000,2,1,1,30,0,0,-1,0,0,-1,200.904,210.216,133.776,249.672,55.032,64.848,24.36,134.016,152.352,1.104,64.848,111.552,0
2900,1,2,2,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2,2,1,39,0,0,0,0,0,0,1239.456,1276.248,1258.704,1199.976,993.864,1015.872,72,48.888,48,35.976,48,38.952,0
1200,2,2,1,34,0,0,2,0,0,0,272.808,263.568,245.832,259.824,280.776,243.504,72,24,24,24,48,48,0
8400,1,2,2,51,0,0,0,0,0,0,958.632,980.616,1089.552,1215.216,1452.96,1561.776,44.616,129.552,135.216,252.96,122.304,55.104,0
1400,2,2,2,29,0,0,0,0,0,2,1440,1454.256,1382.544,795.816,868.392,661.728,74.4,48,72,91.2,0,48,0
1200,2,2,2,23,0,0,0,0,0,0,1081.872,1062.984,945.792,712.536,573.096,560.52,72,72,22.728,24,20.088,20.784,0
2200,2,2,1,43,-2,-2,-2,-2,-2,-2,179.736,139.152,362.688,0,0,0,139.992,362.736,0,0,0,0,0
8600,1,2,2,31,-1,-1,-1,0,0,-1,17.856,230.712,449.952,448.656,278.544,180.384,232.008,450.744,161.496,1.392,181.272,210.192,0
4100,2,2,1,52,0,0,0,0,0,0,4044.384,4044.696,4078.944,2876.256,2830.656,2835.912,162.984,175.992,101.232,102.456,107.544,99.456,0
4600,2,2,1,33,0,0,0,0,0,0,3414.528,3441.264,3401.064,3421.656,3401.592,3431.568,192.168,192,192,132,128.136,121.392,0
5000,1,1,2,37,1,-1,-1,-2,-2,-1,0,34.128,0,0,0,11.472,34.128,0,0,0,11.472,0,0
9600,2,1,1,35,-2,-2,-2,-2,-2,-1,241.032,429.192,223.728,376.632,134.112,243.864,433.368,224.832,378.504,134.784,244.152,241.848,0
700,1,2,1,30,0,0,0,0,0,-2,668.064,695.952,707.52,708,0,0,48,28.8,24,0,36,0,0
6700,2,1,1,47,0,0,0,0,-1,0,6181.464,6499.848,5097.72,4664.28,3866.016,4190.928,480,360,0,3866.016,360,480,0
1700,1,1,2,26,0,0,0,-1,0,0,855.984,434.784,441.528,414.288,598.104,0,120,427.944,414.288,360.024,0,280.128,0
500,1,2,2,47,0,0,2,0,0,0,350.184,390.096,400.464,417.744,434.952,472.32,45.6,24,24,24,44.736,24,0
8400,1,1,2,32,-1,-1,0,0,-1,-1,364.296,119.544,460.656,105.336,41.208,97.584,119.592,362.016,48.672,41.4,98.064,59.424,0
4800,2,1,2,37,0,0,0,0,-1,0,506.664,613.488,206.472,688.608,696.456,1039.392,120,120,482.136,720,362.232,361.224,0
2400,2,1,1,52,0,0,0,0,0,0,113.76,86.016,86.616,81.144,87.984,53.592,48,48,49.296,48,0,23.4,0
1200,2,2,1,22,0,0,0,0,0,0,1158.12,997.2,853.272,569.064,623.4,21.6,57.6,44.208,24,46.272,21.6,747.6,0
6700,2,3,1,51,-2,-2,-2,-2,-2,-2,51.792,0,0,0,0,0,0,0,0,0,0,0,0
3100,1,2,2,29,-1,-1,-1,-1,-1,-1,94.08,92.352,22.608,22.608,18.432,-4.176,96,22.608,22.608,18.432,0,0,0
4800,2,1,2,30,0,0,0,0,0,0,4724.28,4538.496,4398.12,3542.688,3554.112,2399.64,215.76,168,132,144,101.28,86.64,0
8400,1,1,2,34,0,0,0,0,0,0,3529.68,2639.472,1851.624,1771.536,1912.608,1918.776,175.944,240,120,240,120,120,0
500,2,1,2,44,0,0,0,0,0,0,456.432,445.944,476.736,484.344,485.04,481.032,31.848,48,24,17.04,25.032,24,0
3600,2,1,2,32,0,0,0,0,0,2,3023.88,3059.208,3121.92,3149.712,3398.688,3380.832,120,113.352,79.752,266.064,0,96,0
3100,2,1,1,30,0,0,0,0,-1,-1,222.12,246.336,169.44,107.52,72,0,28.896,24,95.76,72,0,4.8,0
7900,2,1,2,34,0,0,0,0,0,0,4167.12,4291.992,4507.68,4564.848,4679.136,4776.192,192,288,168,192,174.888,177.6,0
1900,2,2,3,52,0,0,0,0,0,0,1515.216,1369.728,1334.832,1208.28,1248.744,1275.384,50.088,48.456,48,60,50.28,48.048,0
200,1,5,2,35,3,2,0,0,0,-2,246.744,238.776,212.112,212.112,0,0,0.6,96,0,24,0,0,0
8600,1,1,2,29,1,-2,-1,-1,-1,-1,-43.392,-43.392,154.992,19.8,19.8,19.8,0,218.184,19.8,19.8,19.8,19.8,0
2900,1,1,1,36,0,0,0,-1,0,0,1043.712,1074.84,1132.68,298.368,317.424,342.192,48,76.8,898.368,24,30.192,24,0
500,2,2,2,22,0,0,0,0,0,0,171.12,196.44,218.016,208.008,212.352,127.872,28.248,25.824,5.976,6.192,12,12,0
6700,2,1,2,35,-1,2,2,-1,2,-1,4.776,4.776,-3.048,24.288,12.864,23.568,0,0,37.152,0,23.568,14.424,0
2400,2,2,1,45,-2,-2,-2,-2,-2,-1,0,0,0,0,0,36.12,0,0,0,0,36.12,0,0
1700,1,2,2,31,0,0,0,0,0,0,1522.584,698.184,715.248,729.48,744.816,760.032,42.936,36,26.136,27.12,27.6,28.8,0
8400,2,1,1,31,-2,-2,-1,0,0,-1,189.936,101.304,573.768,684.672,599.16,137.448,101.304,573.984,612.672,71.16,138.072,194.28,0
1200,1,2,1,36,0,0,0,0,0,0,538.32,570.312,589.536,627.48,642.576,659.424,48,36,48,28.8,31.2,27.6,0
11300,2,1,2,35,-1,0,0,0,0,0,896.208,944.352,1051.344,1157.112,1262.04,1365.192,60,120,120,120,120,120,0
8400,1,1,2,31,0,0,0,0,0,0,7151.208,6872.448,3841.008,3167.448,3193.608,995.28,2401.584,137.16,144.12,150.888,50.472,0.072,0
3400,1,1,2,56,0,0,0,0,0,0,3375.12,3411.984,1232.016,1236.792,1253.592,1291.824,146.4,57.864,48,48.984,72,44.976,0
3400,2,2,2,23,0,0,0,0,0,0,1181.64,1084.152,950.04,868.536,522.528,514.008,60.408,37.416,48,24.072,24,24.048,0
9100,1,1,2,27,-1,0,0,0,0,0,1773.672,1596.984,1407.96,1052.088,1729.656,1486.2,70.176,61.32,36.36,889.344,57.912,36.528,0
6200,2,3,1,48,0,0,0,0,0,0,2349.792,2034.552,1686.216,1400.184,1409.52,1266.936,71.52,56.112,45.864,120.336,120.096,48.168,0
500,2,3,1,25,1,2,3,2,2,0,457.08,490.512,474.504,485.784,464.736,438.24,48,0,24,0,24,0,0
4600,2,3,1,39,-1,-1,-2,-1,-1,-1,3.768,-25.176,-64.344,47.4,53.856,79.056,0,0,155.4,53.856,54.816,0,0
5300,1,2,1,39,5,4,3,2,0,0,4503.96,4208.112,3912.432,3075.768,3145.608,2608.392,0,0.264,0,109.464,120.168,4099.344,0
5500,2,1,2,36,0,0,0,0,0,0,2680.584,2828.592,2920.728,2874.528,2777.52,2669.328,192,144,120,120,120,120,0
500,2,2,1,43,0,0,0,0,0,0,179.28,203.808,229.128,498.384,292.728,311.856,27.48,28.8,48,72,24,48,0
2400,1,2,1,52,0,0,0,0,0,0,519.384,551.592,582.96,601.92,618.432,657.768,48,48,36,26.232,53.472,0,0
3600,2,1,2,26,-1,-1,-1,0,-1,0,913.248,0,446.4,441.6,36.648,36.648,0,446.4,0,36.648,0,0,0
7700,2,1,2,28,-1,-1,-2,-1,-1,-2,280.416,27.048,46.632,319.488,-0.12,-0.12,27.24,46.848,321,0.12,0,0,0
1200,1,2,2,53,0,0,0,0,0,0,1207.248,1186.56,1197.384,492.072,483.816,486.432,50.4,43.032,16.8,17.544,17.64,14.784,0
8900,2,2,2,39,0,0,0,0,0,0,4349.304,4334.784,2737.752,1383.84,554.232,442.464,241.752,152.808,122.4,48,72,72,0
3600,2,1,1,37,-1,-1,-2,-1,-1,0,1400.088,0,0,348.36,210.192,165.168,0,0,348.36,210.192,165.12,198.408,0
4800,2,2,2,46,0,0,0,0,0,0,2908.752,2972.016,3279.096,3348.096,3414.456,3486,110.232,358.92,123.432,123.984,128.376,132.912,0
4800,1,1,2,26,-2,-2,-1,0,0,0,0,36.384,276.792,227.112,93.216,72.792,36.384,276.792,4.536,24,49.2,271.2,0
3400,1,1,2,31,0,0,0,-2,-2,-2,2338.752,1695.144,0,0,0,0,33.912,0,0,0,0,0,0
1200,1,2,2,35,0,0,0,0,0,0,1211.928,1182.936,871.08,481.608,484.728,484.848,48.264,120.216,48,24,36,72,0
1200,2,3,1,48,0,0,0,0,0,0,912.744,760.248,653.76,756.12,623.496,622.2,48,48,120,48,504,0,0
3800,2,2,2,25,-1,-1,-1,0,-1,-1,5.448,0,8.496,8.52,1.128,14.52,20.664,8.496,0.024,1.152,21.744,0,0
3400,1,1,2,32,-1,-1,-2,-1,0,-1,295.656,0,0,1.464,13.464,12.672,0,0,1.464,12,12.672,11.952,0
5500,2,1,2,29,-1,-1,-1,-1,-1,-1,11.88,11.184,82.368,11.88,11.88,11.88,11.184,83.064,11.88,11.88,11.88,0,0
4800,2,2,2,32,0,0,0,0,0,0,3961.776,4101.72,4466.232,4515.336,3388.992,3461.808,240,480,144,127.2,132,110.4,0
1200,2,1,1,49,0,0,0,0,0,0,1074.408,1097.256,1095.96,1182.888,1158.96,1200,120.024,48.168,120.072,7.272,72,0,0
8600,2,1,2,30,-1,-1,0,0,-1,-1,569.4,1101.912,1942.68,1297.536,1256.208,793.776,1467.288,1915.2,1008.36,1289.04,793.776,2868.096,0
12000,2,1,1,42,1,-2,-1,-1,-1,-1,0,0,40.32,0,161.88,0,0,40.32,0,161.88,0,18.144,0
500,1,3,2,22,1,2,0,0,0,0,455.448,440.976,442.992,452.448,469.104,507.96,0,40.32,24,24,50.4,0,0
1900,1,2,2,30,2,2,2,2,2,2,1754.712,1791.336,1809.792,1838.832,1859.016,1807.848,79.2,62.4,72,72,37.92,139.2,0
700,2,1,1,44,-2,-2,-2,-2,-2,-2,14.784,0,0,0,0,0,0,0,0,0,0,0,0
1900,2,2,1,35,0,0,0,0,0,0,345.024,376.536,393.432,401.376,410.064,418.344,34.44,27.336,11.28,12,11.76,13.056,0
700,2,2,1,52,0,0,2,0,0,0,650.424,728.64,672.048,573.096,100.272,0,98.64,2.256,45.096,2.016,0,0,0
4800,2,3,1,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
5800,1,4,2,29,0,0,0,0,0,0,5266.056,3645.936,3823.68,3568.92,3229.512,4695.072,168,241.968,194.28,168.36,1608.144,168.624,0
4100,2,2,2,33,-1,-1,-2,-2,-2,-2,37.128,0,0,0,0,0,0,0,0,0,0,0,0
2400,2,3,2,44,0,0,0,0,0,0,2159.712,2217.312,2267.472,1425.288,1462.872,1434.864,92.448,99.24,52.8,60.504,51.888,64.728,0
2600,2,2,3,27,0,0,0,0,0,0,2196.912,2024.352,1894.2,1184.184,1206.936,1061.304,80.496,65.88,56.184,47.016,120,72,0
2400,2,3,2,27,0,0,0,0,0,0,2006.088,2049.336,2087.544,1956.528,1948.104,1914.384,75.624,73.56,69.408,70.464,72,72,0
7200,2,2,1,33,-1,-1,-1,-1,0,-1,35.904,35.904,35.904,59.76,47.904,35.856,36,36,59.856,24.144,35.952,48.072,0
3600,2,1,1,40,-2,-2,-2,-2,-1,0,1250.328,724.512,485.808,127.968,1483.824,125.28,48,24,120.072,1483.824,120,480,0
3600,1,2,2,26,0,0,-1,0,0,0,1664.592,1018.968,2213.112,1689.744,1680.888,347.064,101.112,2218.968,120.552,103.464,168.72,73.296,0
5000,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,0,19.68,0,0,0,0,19.68,0,0,0,0
500,1,2,1,38,0,0,0,0,2,0,161.16,185.664,209.88,225.456,218.424,222.768,30.888,31.104,22.68,0,11.544,19.896,0
1900,2,3,1,48,2,2,2,0,0,0,1528.68,798.792,538.608,373.272,134.232,32.4,145.344,15.648,12.408,0,0.648,124.8,0
6500,1,2,1,49,-2,-2,-2,-2,-2,-2,-4.152,-4.152,-4.152,-4.152,-4.152,-4.152,0,0,0,0,0,0,0
4800,2,1,1,33,-2,-2,-1,0,0,-1,0,5.4,135.072,132.96,393.072,116.4,5.4,135.072,0.552,393.072,116.4,54.12,0
4800,1,1,1,34,-1,-1,-1,-1,-1,2,65.448,31.968,48.072,19.584,108.72,101.88,31.968,48.072,19.584,108.72,0,0,0
200,1,2,2,34,0,0,0,-1,0,0,223.752,208.992,0,230.424,240.12,217.392,24,0,230.424,19.2,24,24,0
8600,1,1,2,34,-1,-1,0,0,0,0,126.6,582.408,803.352,1245.6,730.176,1167.504,582.408,240,480,72.072,480,720,0
1000,2,1,1,27,0,0,0,0,0,0,980.544,937.08,955.8,932.328,756.84,771.816,48.552,43.272,34.2,31.032,31.2,32.136,0
2600,1,3,1,50,0,0,0,0,0,0,2620.608,2551.728,1625.448,1135.512,1134.12,1134.12,103.2,72,48,40.8,43.2,39.936,0
1200,1,3,1,50,0,0,0,2,0,0,1533.336,1572.288,1650.336,344.472,386.64,427.968,67.2,96,0,48,48,24,0
2400,2,1,2,28,0,0,0,0,0,0,1114.32,1144.296,1170.792,1199.544,1061.064,1165.632,48,48,48,36.336,120,0,0
1200,1,2,2,21,0,0,0,0,0,0,504.552,654.48,272.208,199.32,174.912,0,72,24,0,0,0,0,0
1900,2,2,1,24,-1,0,0,-1,-1,-2,35.088,59.328,0,11.808,0,0,36.048,0,11.808,0,0,0,0
700,1,2,2,36,-1,-1,2,-1,-1,-1,72.576,83.088,9.36,5.76,51.6,18.72,83.088,0,5.76,55.2,18.72,0,0
1900,1,5,1,25,-2,-2,-2,-1,0,0,1424.784,1177.896,0,399.312,440.808,793.944,360.648,0,399.312,48,361.944,0,0
500,1,1,1,40,0,0,0,0,0,0,739.968,429.504,414.192,455.544,467.904,446.256,84,36,48,19.2,19.2,16.8,0
1200,2,3,1,36,0,0,0,0,0,0,1111.464,1141.896,1149.528,678.312,205.152,213.744,48.336,31.968,16.752,7.44,12,7.92,0
7200,2,1,1,31,0,0,0,0,0,0,3597.432,3660.696,3669.168,2720.328,2749.296,2792.568,168,144,98.016,97.344,103.2,158.616,0
3100,1,2,2,29,0,0,0,0,0,0,702.048,722.064,736.32,739.128,747.528,767.904,48,43.032,31.2,29.352,44.424,24,0
12000,2,2,1,41,-1,-1,-1,-1,2,2,60.072,14.712,56.136,103.992,30.84,47.256,25.032,105.624,75.6,0,24,11.952,0
700,1,2,2,41,-1,0,0,0,3,2,233.664,250.872,282.504,312.768,300.912,292.488,28.368,36,42.264,0,0,26.4,0
4300,2,2,1,41,0,0,0,0,0,0,3340.416,3402.048,2931.936,2671.872,2733.36,2803.752,153.864,144,120,108,120,100.8,0
8200,1,1,2,33,-1,-1,-1,-1,0,-1,202.248,246.936,226.848,543.12,211.656,223.848,247.2,227.064,544.224,192.168,224.064,786.624,0
11500,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,2,2,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,2,3,2,24,0,0,0,0,0,0,502.152,473.112,465.24,461.856,412.44,873.048,39.192,38.4,19.2,42.072,480,22.512,0
4300,2,3,2,30,0,0,0,0,0,0,2540.952,2166.024,1491.456,1361.472,1270.032,500.544,120,84,24,34.08,24,12,0
700,2,2,2,30,0,0,2,0,0,0,397.68,455.736,441.288,529.128,568.584,613.128,72,0,96,48,54,36,0
2600,2,3,2,45,0,0,0,0,0,0,221.808,227.616,334.128,450.384,683.952,736.008,120,120,120,240,120,120,0
1400,1,1,2,25,0,0,0,0,0,0,580.8,832.992,607.824,669.936,731.424,767.568,264,48,72,72,48,48,0
1900,2,1,1,35,-1,2,-1,-1,-1,-1,86.736,1.968,89.352,7.272,15.888,79.08,0,89.352,21.384,15.888,79.08,26.112,0
2600,1,1,2,25,0,0,0,0,0,0,1539.72,1577.832,1596.792,1624.248,937.584,957.216,62.904,50.952,46.848,48,35.232,19.2,0
3600,1,3,2,31,-1,-1,-1,-1,-1,-1,101.112,141.528,56.76,120.096,132.744,85.608,141.936,57.072,120.456,133.128,85.824,123.312,0
5800,2,3,1,44,-1,-1,-1,-1,0,-1,587.256,276.264,112.08,419.52,131.736,185.76,276.264,112.08,419.52,0,185.76,162.912,0
9600,1,1,1,44,0,0,0,0,0,0,442.368,580.752,542.016,543.72,562.008,404.28,164.112,51.816,24,72,24.192,24,0
7900,1,1,2,39,0,0,0,0,0,0,8776.128,8304.336,8035.824,6366.144,6348.384,6337.896,296.4,306.72,225.6,480,230.64,244.8,0
700,1,2,2,29,-1,-1,-1,-1,0,-1,9.36,9.36,9.36,34.512,17.256,38.112,9.36,9.36,34.512,0,38.112,0,0
2400,1,3,1,55,2,-1,-1,-1,-2,-1,10.44,10.44,6.84,-3.6,-14.04,24.48,10.44,6.84,0,0,48.96,0,0
3400,1,1,2,37,-1,-1,-1,-1,-1,-1,6.984,6.984,6.984,6.984,6.984,10.584,6.984,6.984,6.984,6.984,10.584,6.984,0
1200,1,5,2,33,0,0,0,0,0,-2,1085.424,1105.92,773.232,495.6,0,0,38.832,39.528,25.2,0,0,0,0
3800,2,3,1,49,-2,-2,-1,-1,-1,-2,17.784,152.136,80.016,74.064,167.016,129.696,152.136,80.112,74.16,167.304,129.84,43.584,0
2600,2,1,2,25,-2,-2,-2,-2,-2,-2,2066.568,2013.456,2040.888,1075.656,588.288,610.728,0,96,50.4,48,36,36,0
500,1,2,1,45,-2,-2,-2,-2,-2,-2,39.624,0,9.36,9.36,18.72,0,0,9.36,9.36,18.72,0,0,0
700,2,3,2,23,-1,-1,-1,-1,-1,-1,12.672,21.912,258.552,21.984,74.184,16.8,21.912,258.552,21.984,74.184,16.8,0,0
1200,1,2,1,47,1,-1,-1,-1,-2,-2,0,20.04,5.424,-31.2,-31.2,-31.2,20.04,5.424,0,0,0,0,0
5300,2,1,2,36,-1,-1,-1,-1,-1,-1,44.112,22.104,22.632,35.208,601.8,164.688,22.152,22.68,35.304,603.6,165.168,185.16,0
11000,1,1,2,36,-1,-1,-1,0,0,0,275.256,329.976,788.112,796.872,75.096,142.68,330.384,788.904,504,3.96,85.224,695.496,0
1200,2,3,1,53,0,0,0,0,0,-2,485.064,1168.128,832.656,852.072,48.6,0,873.504,39.888,35.304,51,0,0,0
2400,2,1,1,32,2,0,0,0,0,2,2352.792,2351.88,2370.744,2350.704,2445.24,2352.36,110.88,112.8,93.6,189.6,0,184.8,0
6200,1,1,1,50,0,0,0,0,0,-1,2782.488,2854.968,2871.576,2938.752,-80.472,2974.536,139.2,144,192,960,3055.008,144,0
1200,2,2,2,27,0,0,0,0,0,0,1115.16,1146.624,1143.024,1085.448,706.464,248.712,56.808,38.544,28.752,28.704,8.232,3.696,0
5800,2,1,2,34,-1,-1,-2,-2,-2,-2,119.28,0,0,0,0,0,0,0,0,0,0,0,0
5500,1,3,2,24,0,0,0,0,2,0,1969.584,1927.608,1700.496,1785.912,1738.728,1762.032,96,84,144,0,72,67.2,0
2200,2,2,2,28,0,0,0,0,0,2,1660.464,1738.8,1771.152,1792.368,1910.064,1878.264,120,75.792,62.4,144,0,456,0
500,2,2,2,22,0,0,2,0,0,0,131.352,179.808,119.712,280.32,158.16,0,55.2,0,2.448,36,0,0,0
1700,2,3,2,25,0,0,0,0,2,0,1647.792,1646.832,1468.992,1202.664,1180.968,1212.576,108,66.792,600,0,72,144,0
6200,1,1,2,29,0,0,0,0,0,0,3076.992,2422.536,2221.176,2160.912,2130.528,2670.888,408,144,120,156,600,96,0
3600,2,2,2,29,0,0,0,0,0,0,2265.816,2209.128,1898.112,1953.576,1776.216,1580.904,120,120,120,144,120,96,0
4800,2,3,2,51,0,0,0,0,0,0,4725,4330.272,3146.664,2711.88,2575.2,2446.032,183.768,115.536,94.104,96,104.76,264,0
